,Title,Brand,Screen_Size,CPU_Model,Ram,Operating_System,Rating,Color,Graphics,Disk_size,Card_desc,Price
494,"acer aspire 7 a715-76-765n laptop | 15.6"" full hd ips display | 12th gen intel core i7-12700h | 8gb ddr4 | 512gb nvme gen 4 ssd | wi-fi 6 | thunderbolt 4 | backlit keyboard | fingerprint reader",Acer,15.6,i7,8.0,windows 11,4.2,black,Intel,512,Integrated,71339.18000000001
495,"acer 2023 newest aspire 5 slim essential laptop, 15.6"" full hd ips display, 20gb ram, 1tb ssd, intel dual-core i3 processor up to 4.1 ghz, hdmi, windows 11 s",Acer,15.6,i3,20.0,windows 11,3.9,other,Intel,1024,Integrated,35884.840000000004
496,"lenovo ideapad gaming 3 - 2022 - everyday gaming laptop - nvidia geforce rtx 3050 graphics - 15.6"" fhd display - 120 hz - amd ryzen 5 6600h - 8gb ddr5 - 258gb ssd - win 11 - free 3-month xbox gamepass",Lenovo,15.6,ryzen5,8.0,windows 11,4.4,other,Nvidia,256,Dedicated,53299.18
497,"acer 2022 newest aspire 5 slim 15.6"" fhd laptop, dual-core core i3-1115g4 (upto 4.1ghz,beat i5-7200u), 8gb ddr4 ram, 128gb nvme ssd,uhd graphics, rj45, wifi 6, hd webcam, windows 11 s+marxsolcables",Acer,15.6,i3,8.0,windows 11,3.8,silver,Intel,128,Integrated,31078.0
498,"acer swift x sfx14-41g-r1s6 creator laptop | 14"" full hd 100% srgb | amd ryzen 7 5800u | nvidia rtx 3050ti gpu | 16gb lpddr4x | 512gb ssd | wi-fi 6 | backlit kb | amazon alexa | windows 10 home",Acer,14.0,ryzen7,16.0,windows 10,4.4,gold,Nvidia,512,Dedicated,59778.0
499,"acer swift 3 intel evo thin & light laptop, 13.5"" 2256 x 1504 ips, intel core i7-1165g7, intel iris xe graphics, 8gb lpddr4x, 512gb nvme ssd, wi-fi 6, fingerprint reader, back-lit kb, sf313-53-78ug",Acer,13.5,i7,8.0,windows 10,4.4,silver,Intel,512,Integrated,49036.0
500,"acer chromebook 512 laptop | intel celeron n4020 | 12"" hd+ display | intel uhd graphics 600 | 4gb lpddr4 | 32gb emmc | intel 9560 802.11ac gigabit wifi 5 | mil-std 810g | chrome os | cb512-c1kj",Acer,12.0,celeron,4.0,chrome_os,4.3,black,Intel,32,Integrated,10742.0
501,"acer 2022 newest aspire 5 slim laptop, 15.6 inch full hd ips display, intel core i3-1115g4 processor(beat i5-1030g7), 12gb ram, 512gb ssd, wifi 6, windows 11 home in s mode, bundle with jawfoal",Acer,15.6,i3,12.0,windows 11,4.4,silver,Intel,512,Integrated,36079.18
502,"acer 2022 newest chromebook 17.3"" fhd 1080p widescreen light laptop, intel celeron n4500 (up to 2.8ghz), 4gb ram, 64gb emmc,hd webcam,uhd graphics, wifi 6, 10+ hours battery,chrome os,w/marxsolcables",Acer,17.3,celeron,4.0,chrome_os,4.3,silver,Intel,64,Integrated,26978.0
503,"acer aspire 5 slim laptop | 15.6"" full hd ips display | 11th gen intel i3-1115g4 processor (beat i5-1030g7) | intel uhd graphics | 8gb ram | 256gb ssd | windows 11 home in s mode | twe hdmi cable",Acer,15.6,i3,8.0,windows 11,4.5,silver,Intel,256,Integrated,30831.18
504,"acer 2023 newest enduro urban 14 inch fhd business laptop, intel core i7-1165g7 up to 4.7ghz, 16gb ram, 1tb pcie ssd, waterproof ports, intel iris xe, windows 10, hunter green +cue accessories",Acer,14.0,i7,16.0,windows 10,0.0,other,Intel,1024,Integrated,53218.0
505,"acer 2022 newest aspire 5 15.6"" fhd ips slim laptop, amd ryzen 3 3350u 4-core processor(up to 3.5ghz), 20gb ram, 1tb nvme ssd, backlit kb, fingerprint reader, amazon alexa, win 11 s, 3in1 accessories",Acer,15.6,ryzen3,20.0,windows 11,4.4,silver,AMD,1024,Integrated,49118.0
506,"acer 2023 14 inch hd touchscreen thinlight chromebook, intel celeron n4000(up to 2.6ghz), 4gb ram, 64gb emmc, wifi 5, webcam, type-a&c, up to 12 hours battery life, chrome os, w/ cue accessories",Acer,14.0,celeron,4.0,chrome_os,3.3,other,Intel,64,Integrated,17958.0
507,"panasonic toughbook cf 33 with core i5 2.6 ghz infrared webcam 256 gb ssd 8 gb, windows 10 pro, rugged laptop, 12 inch touch screen - 3 year warranty",Toughbook,12.0,i5,8.0,windows 10,3.8,other,Other,256,Integrated,303318.0
508,"asus rog zephyrus g14 14-inch fhd 512gb ssd 2.9ghz vr ready laptop (8gb ram, 8-core amd ryzen 7, geforce gtx 1650) eclipse gray, ga401ih-br7n2bl",ASUS,14.0,ryzen7,8.0,windows 10,4.3,white,Nvidia,512,Dedicated,72160.0
509,"msi pulse gl66 15.6"" fhd 144hz gaming laptop: intel core i7-12700h rtx 3070 16gb 512gb nvme ssd, type-c usb 3.2 gen 1, rgb gaming keyboard, cooler boost 5, win11 home: black 12ugkv-464",MSI,15.6,i7,16.0,windows 11,4.4,black,Nvidia,512,other,106514.72
510,"msi stealth 15m gaming laptop: 15.6"" 144hz fhd 1080p display, intel core i7-11375h, nvidia geforce rtx 3060, 16gb, 512gb ssd, thunderbolt 4, wifi 6, win10, carbon gray (a11uek-009)",MSI,15.6,i7,16.0,windows 10,4.3,gray,Nvidia,512,Dedicated,90118.0
511,"asus tuf dash 15 (2021) ultra slim gaming laptop, 15.6"" 144hz fhd, geforce rtx 3050 ti, intel core i7-11370h, 8gb ddr4, 512gb pcie nvme ssd, wi-fi 6, windows 10, eclipse grey color, tuf516pe-ab73",ASUS,15.6,i7,8.0,windows 10,4.5,other,Nvidia,512,other,73061.18000000001
512,"msi prestige 14 evo professional laptop: 14"" fhd ultra-thin bezel display, intel core i5-1135g7, intel iris xe, 16gb ram, 512gb nvme ssd, thunderbolt 4, win10 home, intel evo, carbon gray (a11m-628)",MSI,14.0,i5,16.0,windows 10,4.5,gray,Intel,512,other,61499.18
513,"asus tuf f15 gaming laptop, 15.6""  144hz fhd ips-type display, intel core i5-10300h processor, geforce gtx 1650, 8gb ddr4 ram, 512gb pcie ssd, wi-fi 6, windows 11 home, fx506lh-as51",ASUS,15.6,i5,8.0,windows 11,4.6,black,Intel,512,Dedicated,50429.18
514,"gigabyte aero 17 ye5 - 17.3"" 4k/uhd miniled 120hz, intel core i9-12900hk, nvidia geforce rtx 3080 ti gpu 16gb gddr6, 32gb ddr5 ram, 2tb ssd, win11 pro, creator & gaming laptop (aero 17 ye5-94us748hp)",GIGABYTE,17.3,i9,16.0,windows 11,0.0,silver,Nvidia,32,Dedicated,309534.42
515,"gigabyte aero 16 xe4 - 16"" 4k/uhd+ samsung amoled - intel core i7-12700h gddr6 - 16gb ddr4 ram - 2tb ssd - win11 pro - creator & gaming laptop (aero 16 xe4-73us918hp)",GIGABYTE,16.0,i7,8.0,windows 11,3.0,other,Nvidia,2048,Integrated,148978.41999999998
516,"gigabyte aorus 15p (wb) thin and light performance gaming laptop, 15.6-inch fhd 144hz ips, geforce rtx 2070 max-q, 10th gen intel i7-10750h, 16gb ddr4, 512gb nvme ssd (aorus 15p wb-7us1130sh)",GIGABYTE,15.6,i7,16.0,windows 10,4.1,other,Nvidia,512,Dedicated,99609.5
517,"gigabyte aorus 15g xc - 15.6"" fhd ips anti-glare 240hz - intel core i7-10870h - nvidia geforce rtx 3070 8gb gddr6 - 32gb memory - 512gb ssd - windows 10 home - gaming laptop (aorus 15g xc-8us2430sh)",GIGABYTE,15.0,i7,32.0,windows 10,4.3,black,Nvidia,512,Dedicated,108209.66
518,"acer predator helios 300 ph315-54-760s gaming laptop | intel i7-11800h | nvidia geforce rtx 3060 gpu | 15.6"" fhd 144hz 3ms ips display | 16gb ddr4 | 512gb ssd | killer wifi 6 | rgb keyboard",Acer,15.6,i7,16.0,windows 10,4.6,black,Nvidia,512,Dedicated,98622.22
519,"gigabyte aero 15-x9-rt5w thin+light performance laptop, 15.6 144hz fhd ips display, geforce rtx 2070, intel core i7-8750h, 16gb ddr4, 1tb nvme ssd, up to 8-hrs battery (aero 15-x9-rt5w)",GIGABYTE,15.6,i7,16.0,windows 10,3.0,other,Nvidia,1024,Dedicated,213118.0
520,"2022 asus tuf dash f15 gaming laptop, 15.6"" fhd 144hz, 12th gen intel 10-core i7-12650h, geforce rtx 3070, 8gb ddr5, 512gb pcie ssd, vr ready, thunderbolt 4, wifi 6, rgb, sps hdmi 2.1 cable, win 11",ASUS,15.6,i7,8.0,windows 11,3.5,black,Nvidia,512,Dedicated,109879.18000000001
521,"hp 2022 newest pavilion laptop, 15.6"" full hd touchscreen, amd ryzen 7 5825u 8-core processor, 32gb ddr4 ram, 1tb pcie nvme ssd, backlit keyboard, webcam, hdmi, wi-fi 6, bluetooth, windows 11 home",HP,15.6,ryzen7,32.0,windows 11,4.8,silver,AMD,1024,Integrated,69618.0
522,"msi katana gf66 15.6"" 144hz fhd gaming laptop: intel core i7-12650h rtx 3050 ti 16gb 512gb nvme ssd, type-c usb 3.2 gen 1, high-resolution audio, cooler boost 5, win11 home: black 12ud-436",MSI,15.6,i7,16.0,windows 10,4.5,black,Nvidia,512,other,73718.0
523,"lenovo - 2021 - ideapad gaming 3 - laptop computer - 15.6"" fhd display -120hz - amd ryzen 5 5600h - 8gb ram - 256gb storage - nvidia geforce gtx 1650 - windows 11 home",Lenovo,15.6,ryzen5,8.0,windows 11,4.4,black,Nvidia,256,Dedicated,53218.0
524,"acer nitro 5 an515-55-53e5 gaming laptop | intel core i5-10300h | nvidia geforce rtx 3050 gpu | 15.6"" fhd 144hz ips display | 8gb ddr4 | 256gb nvme ssd | wi-fi 6 | backlit keyboard",Acer,15.6,i5,8.0,windows 11,4.5,black,Nvidia,256,Dedicated,61090.0
525,"msi pulse gl66 gaming laptop: 15.6"" 144hz fhd 1080p display, intel core i7-11800h, nvidia geforce rtx 3070, 16gb, 512gb ssd, win10, black (11ugk-001)",MSI,15.6,i7,16.0,windows 10,4.6,black,Nvidia,512,other,98318.0
526,"lg gram (2022) 17z90q ultra lightweight laptop, 17"" (2560 x 1600) ips display, intel evo 12th gen i7 1260p processor, 16gb lpddr5, 1tb nvme ssd, fhd webcam, wifi 6e, thunderbolt 4, windows 11, black",LG,17.0,i7,16.0,windows 11,4.2,black,Intel,1024,other,113159.18000000001
527,"hp chromebook 11-inch laptop - up to 15 hour battery life - mediatek - mt8183 - 4 gb ram - 32 gb emmc storage - 11.6-inch hd display - with chrome os™ - (11a-na0021nr, 2020 model, snow white)",HP,11.6,i3,4.0,chrome_os,4.4,white,Other,32,Integrated,13119.18
528,"aero 17 wa-7us1130so 17.3"" thin bezel 144hz fhd, i7-9750h, nvidia geforce rtx 2060 gddr6 6gb, samsung 16gb ddr4 2666mhz ram, pcie 512gb ssd, windows 10 home+office 365, rgb kb, ultra slim laptop",GIGABYTE,17.0,i7,16.0,windows 10,3.8,other,Nvidia,16,Dedicated,159845.06
529,"acer swift 3 intel evo thin & light laptop, 14"" full hd, intel core i7-1165g7, iris xe graphics, 8gb lpddr4x, 256gb nvme ssd, wi-fi 6, fingerprint reader, back-lit kb, sf314-59-75qc",Acer,14.0,i7,8.0,windows 10,4.4,silver,Intel,256,Integrated,35998.0
530,"hp victus 15.6"" gaming laptop - amd ryzen 7 5800h - geforce rtx 3050 ti - 144hz 1080p - windows 11 w/hdmi (16gb ram | 1tb pcie ssd)",HP,15.6,ryzen7,16.0,windows 11,0.0,other,Nvidia,1024,Dedicated,87658.0
531,"msi creator m16 16"" content creation laptop: intel core i7-12650h rtx 3060 32gb 1tb nvme ssd, qhd+ 16:10 60hz 100% dci-p3, 180-degree lay-flat, cooler boost trinity+, win 11 home: black a12uev-468",MSI,16.0,i7,32.0,windows 11,4.2,black,Nvidia,1024,other,71340.0
532,"gigabyte aorus 15p yd - 15.6"" fhd ips anti-glare 240hz, intel core i7, nvidia geforce rtx 3080 laptop gpu 8gb gddr6, 32gb memory, 1tb ssd, win10 home, gaming laptop (aorus 15p yd-73us244sh)",GIGABYTE,15.6,i7,32.0,windows 10,3.5,black,Nvidia,1024,Dedicated,204918.0
533,"acer swift x sfx14-41g-r1s6 creator laptop | 14"" full hd 100% srgb | amd ryzen 7 5800u | nvidia rtx 3050ti gpu | 16gb lpddr4x | 512gb ssd | wi-fi 6 | backlit kb | amazon alexa | windows 10 home",Acer,14.0,ryzen7,16.0,windows 10,4.4,gold,Nvidia,512,Dedicated,59778.0
534,"hp envy x360 convertible 15-inch laptop, amd ryzen 7 5825u processor, amd radeon graphics, 8 gb ram, 512 gb ssd, windows 11 home (15-eu1026nr, nightfall black aluminum)",HP,15.0,ryzen7,8.0,windows 11,4.5,black,AMD,512,Integrated,62156.0
535,"hp newest 2022 15.6in fhd business laptop, amd ryzen 5 5500u 6 core cpu (beat i7-1160g7, up to 4ghz), 16gb ram, 512gb pcie nvme ssd, amd radeon graphics, wifi, windows 11, blue + generic accessories",HP,15.6,i3,8.0,windows 11,4.2,blue,AMD,512,Integrated,32718.0
536,"hp victus 15.6"" gaming laptop pc, nvidia geforce rtx 3050 ti, amd ryzen 7 5800h, refined 1080p ips display, compact design, all-in-one keyboard with enlarged touchpad, hd webcam (15-fb0028nr, 2022)",HP,15.6,ryzen7,16.0,windows 11,4.5,silver,Nvidia,512,Dedicated,73718.0
537,"asus expertbook p2451 thin & light business laptop, 14” fhd, intel core i3-10110u, 128gb ssd, 8gb ram, backlit keyboard, military-grade, fingerprint, wi-fi 6, tpm 2.0, win10 pro, p2451fa-xh33",ASUS,14.0,i3,8.0,windows 10,4.0,black,Intel,128,Integrated,53299.18
538,"acer aspire 5 slim laptop, 15.6 inches full hd ips display, amd ryzen 3 3200u, vega 3 graphics, 4gb ddr4, 128gb ssd, backlit keyboard, windows 10 in s mode, a515-43-r19l, silver",Acer,15.6,ryzen3,4.0,windows 10,4.5,silver,AMD,128,Integrated,24518.0
539,"alienware x17 r2 vr ready gaming laptop - 17.3-inch fhd 360hz 1ms display, core i7-12700h, 16gb ram, 1tb ssd, nvidia geforce rtx 3070ti 8gb gddr6, bluetooth, wi-fi 6, usb-c, windows 11 home - white",Alienware,17.3,i7,16.0,windows 11,4.5,other,Nvidia,1024,Integrated,278718.0
540,"asus tuf 17.3"" 144hz fhd (1920 x 1080) gaming laptop, intel tiger lake core i5-11260h (6 cores,12 threads), nvidia geforce rtx 3050 ti , backlit keyboard,windows 10, (8gb ram | 512gb pcie ssd)",ASUS,17.3,i5,8.0,windows 10,4.4,black,Nvidia,512,Dedicated,71258.0
541,"lenovo flex 5i 13 chromebook 2-in-1 laptop, intel core i3-1115g4, 8gb ram, 64gb storage, intel uhd graphics, 13.3"" fhd touchscreen display, chrome os, abyss blue",Lenovo,13.3,i5,8.0,chrome_os,4.3,blue,Intel,64,Integrated,26650.0
542,"samsung galaxy book pro windows 11 intel evo platform laptop computer 13.3"" amoled screen 11th gen intel core i5 processor 8gb memory 256gb ssd long-lasting battery, mystic silver",SAMSUNG,13.3,i5,8.0,windows 11,4.5,silver,Intel,256,Integrated,60598.0
543,"blackview tablet tab8, 10.1 inch android tablets with 4gb+64gb octa core processor,1920x1200 ips fhd display, 13mp+5mp dual camera, gps, fm, 5g wifi teblet grey",Blackview,10.1,i3,4.0,chrome_os,4.2,other,Other,64,other,7379.179999999999
544,"lenovo ideapad gaming 3 15 15.6"" laptop, 15.6"" fhd (1920 x 1080) display, amd ryzen 5 5600h processor, geforce rtx 3050, 8gb ddr4 ram, 512gb nvme ssd, windows 10 home, black, mousepad bundle",Lenovo,15.6,ryzen5,8.0,windows 10,5.0,black,Nvidia,512,Dedicated,68470.0
545,"windows 10 laptop computers, chuwi gemibook 13 inch thin & light laptop 8g ram 256gb ssd with celeron j4125 processor, 2160x1440 2k ips display notebook, pd fast charge, backlit keyboard, full metal",CHUWI,13.0,celeron,8.0,windows 10,4.1,other,Intel,256,other,22058.0
546,"dell gaming g15 5510, 15.6 inch rtx 3060 gaming laptop full hd - intel core i7-10870h, 16gb ddr4 ram, 512gb ssd, nvidia geforce rtx 3060 6gb gddr6, windows 10 home - grey",Dell,15.6,i7,16.0,windows 10,4.3,other,Nvidia,512,other,119637.18000000001
547,"samsung galaxy book pro windows 11 intel evo platform laptop computer 15.6"" amoled screen 11th gen intel core i5 processor 8gb memory 512gb ssd long-lasting battery, mystic blue",SAMSUNG,15.6,i5,8.0,windows 11,4.4,blue,Intel,512,Integrated,53272.119999999995
548,"acer travelmate b1 b118-m tmb118-m-c8j5 11.6"" notebook - 1366 x 768 - celeron n4100-4 gb ram - 128 gb ssd - windows 10 pro education 64-bit - intel uhd graphics 600 - comfyview - english keyboa",Acer,11.6,i3,4.0,windows 10,0.0,other,Intel,128,Integrated,30735.239999999998
549,"hp pavilion x360 14” touchscreen laptop, 11th gen intel core i5-1135g7, 8 gb ram, 256 gb ssd storage, full hd ips display, windows 10 home os, long battery life, work & streaming (14-dw1024nr, 2021)",HP,14.0,i5,8.0,windows 10,4.5,silver,Intel,256,Integrated,47882.259999999995
550,"acer swift 3 thin & light laptop | 14"" full hd ips 100% srgb display | amd ryzen 7 5700u octa-core processor | 8gb lpddr4x | 512gb nvme ssd | wifi 6 | backlit kb | fpr | amazon alexa | sf314-43-r2yy",Acer,14.0,ryzen7,8.0,windows 10,4.5,silver,AMD,64,Integrated,35833.18
551,"lenovo ideapad 3 laptop, 15.6"" fhd display, amd ryzen 5 5500u, 8gb ram, 512gb storage, amd radeon 7 graphics, windows 11 home, abyss blue",Lenovo,15.6,ryzen5,8.0,windows 11,4.6,blue,AMD,512,Integrated,46080.72
552,"hp 14 laptop, amd ryzen 5 5500u, 8 gb ram, 256 gb ssd storage, 14-inch full hd display, windows 10 home, thin & portable, micro-edge & anti-glare screen, long battery life (14-fq1021nr, 2021)",HP,14.0,ryzen5,8.0,windows 10,4.5,silver,AMD,256,Integrated,29447.84
553,"msi ge76 raider gaming laptop intel core i7-11800h, geforce rtx 3060, 17.3"" fhd 144hz, 32gb ram2tb nvme ssd, wi-fi6, windows 10",MSI,17.3,i7,32.0,windows 10,4.5,black,Nvidia,2048,Dedicated,145959.18
555,"samsung galaxy book pro windows 11 intel evo platform laptop computer 13.3"" amoled screen 11th gen intel core i5 processor 8gb memory 256gb ssd long-lasting battery, mystic blue",SAMSUNG,13.3,i5,8.0,windows 11,4.5,blue,Intel,256,Integrated,51659.18
556,"samsung galaxy book pro windows 11 intel evo platform laptop computer 15.6"" amoled screen 11th gen intel core i7 processor 16gb memory 512gb ssd long-lasting battery, mystic blue",SAMSUNG,15.6,i7,16.0,windows 11,4.4,blue,Intel,512,Integrated,55678.0
557,"hp 15.6 inch full hd touchscreen laptop amd 8-core ryzen 7 5700u (beat i7-10710u), 16gb ddr4 ram 512gb ssd wifi 6 windows 10 silver",HP,15.6,ryzen7,16.0,windows 10,4.1,silver,AMD,512,other,54611.18
558,"msi creator z16 professional laptop: 16"" qhd+ 16:10 120hz touch display, intel core i7 11800h, nvidia geforce rtx 3060, 32gb ram, 1tb nvme ssd, thunderbolt 4, win10 pro, lunar gray (a11uet-013)",MSI,16.0,i7,32.0,windows 10,4.0,black,Nvidia,1024,Dedicated,186550.0
559,"lenovo chromebook flex 3 11"" laptop, 11.6-inch hd ips display, mediatek mt8173c, 4gb ram, 64gb storage, chrome os, blizzard white",Lenovo,11.6,i3,4.0,chrome_os,4.5,white,Other,64,Integrated,12218.0
560,"gigabyte aero 17 hdr sa-7us4020sh 17.3"" thin bezel uhd hdr, i7-9750h, nvidia geforce gtx 1660 ti, samsung gddr6 6gb 8gb ddr4 2666mhz ram, 256gb intel 760p ssd, win10 home, rgb kb, ultra slim laptop",GIGABYTE,17.0,i7,6.0,windows 10,4.0,other,Nvidia,256,Dedicated,163918.0
561,"hp victus 15 gaming laptop, nvidia geforce rtx 3050, 12th gen intel core i5-12500h, 8 gb ram, 512 gb ssd, full hd display, windows 11 home, backlit keyboard, enhanced thermals (15-fa0025nr, 2022)",HP,15.6,i5,8.0,windows 11,4.4,black,Nvidia,512,Integrated,58958.0
562,"acer aspire vero av15-51-7617 green pc | 15.6"" fhd ips 100% srgb-display | 11th gen intel core i7-1195g7 | intel iris xe graphics | 16gb ddr4 | 512gb nvme ssd | wi-fi 6 | pcr materials | vero-sleeve",Acer,15.6,i7,16.0,windows 11,4.5,gray,Intel,512,Integrated,48298.0
563,"lenovo - 2022 - ideapad 3i - essential laptop computer - intel core i5 12th gen - 15.6"" fhd display - 8gb memory - 512gb storage - windows 11 pro",Lenovo,15.6,i5,8.0,windows 11,4.5,other,Intel,512,Integrated,43459.18
564,"asus laptop l210 11.6” ultra thin, intel celeron n4020 processor, 4gb ram, 64gb emmc storage, windows 10 home in s mode with one year of office 365 personal, l210ma-db01",ASUS,11.6,celeron,4.0,windows 10,4.3,black,Intel,64,Integrated,11480.0
565,"msi modern 14 ultra thin and light professional laptop: 14"" fhd 1080p, intel core i5-10210u, uma, 8gb, 512gb ssd, win10, carbon gray (a10m-1052)",MSI,14.0,i5,8.0,windows 10,5.0,gray,Intel,512,Integrated,48607.14
566,"gigabyte aorus 15g (wb) performance gaming laptop 15.6-inch fhd 240hz ips, geforce rtx 2070 max-q, 10th gen intel i7-10750h, w/ mechanical keys, 16gb ddr4, 512gb nvme ssd (aorus 15g wb-7us2130mh)",GIGABYTE,15.6,i7,16.0,windows 10,4.1,black,Nvidia,512,Dedicated,122918.0
567,"msi stealth 17 studio 17.3"" qhd 240hz gaming laptop: intel core i9-13900h, rtx 4080, 32gb ddr5, 1tb nvme ssd, thunderbolt 4, usb-type c, cooler boost trinity+, win11 home: core black a13vh-053us",MSI,17.3,i9,32.0,windows 11,0.0,black,Nvidia,1024,Dedicated,229518.0
568,"gigabyte aero 5 xe4 - 16"" 4k/uhd samsung amoled, intel core i7-12700h, nvidia geforce rtx 3070 ti gpu 8gb gddr6, 16gb ddr4 ram, 1tb ssd, win11 home laptop (aero 5 xe4-73us614sh)",GIGABYTE,15.6,i7,16.0,windows 11,4.1,black,Nvidia,16,Dedicated,141622.19999999998
569,"msi gf63 thin 9sc-068 15.6"" gaming laptop, thin bezel, intel core i5-9300h, nvidia geforce gtx1650, 8gb, 256gb nvme nvme ssd",MSI,15.6,i5,8.0,windows 10,4.6,black,Nvidia,256,Dedicated,48132.36
570,"2021 msi gf65 gaming laptop, 15.6"" fhd 144hz ips display, intel six-core i5-10500h processor, nvidia geforce rtx 3060 gddr6, 16gb ram, 1tb pcie nvme ssd, wifi 6, backlit kb, hdmi, windows 10, black",MSI,15.6,i5,16.0,windows 10,4.7,black,Other,1024,Dedicated,88559.18000000001
571,"msi ge76 raider gaming laptop 2021 (1tb ssd, 16gb ram) 17.3"" fhd 144 hz, intel core i7-1180h (11th gen), nvidia geforce rtx 3060, windows 10 64bit (titanium blue) 11ue-046 us model",MSI,17.3,i7,16.0,windows 10,4.5,blue,Nvidia,1024,Dedicated,110699.18000000001
572,"msi gv15 15.6"" 144hz gaming laptop: intel core i5-11400h gtx 1650 8gb 256gb nvme ssd, wi-fi 6, usb type-c, nahimic 3 audio immersion, win 11: black 11sc-633",MSI,15.6,i5,8.0,windows 11,4.5,black,Nvidia,256,Dedicated,53054.0
573,"excaliberpc 2022 msi vector gp76 12uhso-893 (i9-12900h, 64gb ram, 2tb nvme ssd, rtx 3080ti 16gb, 17.3"" 240hz qhd, windows 11) gaming laptop",EXCaliberPC,17.3,i9,64.0,windows 11,0.0,other,Nvidia,2048,Dedicated,221318.0
574,"msi modern 15 thin and light daily laptop: 15.6"" fhd 1080p, intel core i7-1195g7, intel iris xe, 16gb, 512gb ssd, win10, carbon gray (a11mu-681)",MSI,15.6,i7,16.0,windows 10,4.3,gray,Intel,512,Integrated,62976.0
575,"msi computer gf63, nvidia geforce gtx 1650 graphics, 15.6"" 8gb 256gb intel core i5-10300h x4 2.5ghz win10, black",MSI,15.6,i3,8.0,windows 10,4.6,black,Nvidia,256,Dedicated,49118.0
576,"msi vector gp66 15.6"" qhd 165hz gaming laptop intel core i9-12900h rtx3080ti 32gb 1tb nvme ssd win11 - black (12uhso-673)",MSI,15.6,i9,32.0,windows 11,4.1,black,Nvidia,1024,Dedicated,201882.36000000002
577,msi we76 11um fhd mobile workstation intel core i9-11980hk quadro rtx a5000 64gb ram 1tb nvme ssd win10 pro tpm2.0 fingerprint 3 year onsite warranty,MSI,17.3,i9,64.0,windows 10,4.5,blue,Intel,1024,Dedicated,319718.0
578,"excaliberpc 2022 msi raider ge66 12ugs-238 (i7-12700h, 32gb ram, 1tb nvme ssd, rtx 3070ti 8gb, 15.6"" qhd 240hz, windows 11) gaming laptop",EXCaliberPC,15.6,i7,32.0,windows 11,5.0,other,Nvidia,1024,Dedicated,155718.0
579,"excaliberpc 2023 msi titan gt77hx 13vh-046us pro extreme (i9-13980hx, 128gb ram, 6tb nvme ssd, rtx 4080 12gb, 17.3"" 4k uhd, windows 11 pro) gaming laptop",EXCaliberPC,17.3,i9,128.0,windows 11,0.0,other,Nvidia,6144,other,499298.0
580,"msi modern 15a 15.6"" fhd rugged ultrabook laptop, intel core i7-1195g7 processor, intel iris xe, 16gb ddr4, 1tb pcie ssd, wifi, webcam, backlit keyboard, windows 11 home, carbon gray",MSI,15.6,i7,16.0,windows 10,5.0,other,Intel,1024,Integrated,67978.0
581,"excaliberpc 2022 msi vector gp76 12uhso-893 (i9-12900h, 64gb ram, 2tb nvme ssd, rtx 3080ti 16gb, 17.3"" 240hz qhd, windows 11) gaming laptop",EXCaliberPC,17.3,i9,64.0,windows 11,0.0,other,Nvidia,2048,Dedicated,221318.0
582,"excaliberpc 2021 expc wf66 11ui-268 by_msi 15 inch mobile workstation laptop (i7-11800h, 16gb ram, 512gb nvme ssd, quadro t1200 4gb, 15.6"" fhd, windows 10 pro) 3d professional notebook computer",EXCaliberPC,15.6,i7,16.0,windows 10,5.0,other,Nvidia,512,Dedicated,102418.0
583,"excaliberpc 2021 expc gs76 stealth 11uh-029 by_msi 17 inch gaming laptop (i7-11800h, 32gb ram, 1tb nvme ssd, rtx 3080 16gb, 17.3"" fhd 360hz 3ms, windows 10 pro) professional gamer notebook computer",EXCaliberPC,17.3,i7,32.0,windows 10,0.0,other,Nvidia,1024,Dedicated,258218.0
584,"excaliberpc 2021 msi ws76 11um-468 mobile workstation laptop (i9-11900h, 64gb ram, 1tb nvme ssd, quadro rtx a5000 16gb, 17.3"" fhd, windows 10 pro) 3d professional notebook computer",EXCaliberPC,17.3,i9,64.0,windows 10,0.0,other,Nvidia,1024,Dedicated,344318.0
585,"excaliberpc 2022 msi raider ge77hx 12uhs-074 (i7-12800hx, 16gb ram, 1tb nvme ssd, rtx 3080ti 16gb, 17.3"" fhd 360hz, windows 11) gaming laptop",EXCaliberPC,17.3,i7,16.0,windows 11,5.0,other,Nvidia,1024,Dedicated,192618.0
586,"excaliberpc 2022 msi raider ge77hx 12uhs-082 (i9-12900hx, 32gb ram, 1tb nvme ssd, rtx 3080ti 16gb, 17.3"" qhd 240hz, windows 11 pro) gaming laptop",EXCaliberPC,17.3,i9,32.0,windows 11,0.0,other,Nvidia,1024,Dedicated,245918.0
587,"panasonic toughbook cf-54 laptop pc bundle with laptop bag, intel i5-7300u 2.6ghz, 32gb ram, 2tb ssd, windows 10",Panasonic,14.0,i7,32.0,windows 10,4.4,other,Other,2048,Integrated,116850.0
588,"panasonic toughbook 2-in-1 cf-20 win 10 pro, intel i5, 256gb ssd, 8gb ram, bridge battery cf-20g0205vm",Toughbook,10.1,i5,8.0,windows 10,0.0,other,Intel,256,Integrated,254118.0
